1.130931,6.440000
1.030760,6.440000
0.930588,6.440000
0.830417,6.440000
0.730245,6.440000
0.630074,6.440000
0.529902,6.440000
0.447383,6.397383
0.350270,6.390000
0.261785,6.361785
0.176308,6.326308
0.105476,6.255476
0.040000,6.182426
-0.000832,6.099168
-0.036309,6.013691
-0.060000,5.923333
-0.107262,5.842738
-0.142739,5.757261
-0.160000,5.664240
-0.210000,5.584779
-0.213813,5.486187
-0.260000,5.405146
-0.260000,5.304975
-0.310000,5.225514
-0.310000,5.125342
-0.310000,5.025171
-0.310000,4.924999
-0.310000,4.824828
-0.310000,4.724656
-0.310000,4.624485
-0.310000,4.524313
-0.310000,4.424142
-0.310000,4.323970
-0.310000,4.223798
-0.310000,4.123627
-0.310000,4.023455
-0.310000,3.923284
-0.310000,3.823112
-0.297937,3.727937
-0.260000,3.643480
-0.260000,3.543308
-0.260000,3.443137
-0.260000,3.342965
-0.260000,3.242794
-0.260000,3.142622
-0.260000,3.042451
-0.260000,2.942279
-0.226135,2.856135
-0.210000,2.762647
-0.210000,2.662475
-0.210000,2.562304
-0.210000,2.462132
-0.210000,2.361960
-0.210000,2.261789
-0.189930,2.169930
-0.160000,2.082157
-0.160000,1.981985
-0.160000,1.881813
-0.160000,1.781642
-0.160000,1.681470
-0.160000,1.581299
-0.118371,1.498371
-0.110000,1.401666
-0.110000,1.301495
-0.110000,1.201323
-0.110000,1.101152
-0.110000,1.000980
-0.060000,0.921519
-0.060000,0.821348
-0.060000,0.721176
-0.060000,0.621005
-0.046447,0.526447
-0.010000,0.441372
0.038799,0.390000
0.088971,0.340000
0.139142,0.290000
0.189314,0.240000
0.239485,0.190000
0.289657,0.140000
0.339828,0.090000
0.390000,0.040000
